name;host_name;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;calculated_host_listings_count;availability_365;min_income;area
Clean & Cozy,Wilawan,Bang Sue,13.8012,100.51919,Entire home/apt,750.0,1.0,6.0,1.0,210.0,750.0,North Bangkok;;;;;;;;;;;;
Air3nity  Downtown World Class Bangkok,Inthanom,Bang Rak,13.72438,100.53159,Entire home/apt,3785.0,1.0,234.0,6.0,95.0,3785.0,Central Bangkok;;;;;;;;;;;;
คอนโดชาโตว์อินทาวน์ รัชดา 13 ตึก 2,Auttawit,Din Daeng,13.78303,100.57231,Private room,1500.0,1.0,0.0,1.0,365.0,1500.0,Central Bangkok;;;;;;;;;;;;
1BR Brand New MRT Rama 9,Minniemeng,Huai Khwang,13.759,100.56698,Entire home/apt,2200.0,3.0,0.0,1.0,91.0,6600.0,Central Bangkok;;;;;;;;;;;;
CitiHome Thapra   (Condominium) Petkasem Road,Stephanie,Bang Sue,13.83124,100.53376,Entire home/apt,650.0,3.0,0.0,1.0,362.0,1950.0,North Bangkok;;;;;;;;;;;;
Siam Place Suvarnabhumi,Ubolrussamee,Lat Krabang,13.7196,100.71633,Private room,450.0,1.0,4.0,1.0,88.0,450.0,East Bangkok;;;;;;;;;;;;
Romantic Room in City Center,Nicece,Parthum Wan,13.73674,100.55106,Entire home/apt,1693.0,7.0,1.0,1.0,305.0,11851.0,Central Bangkok;;;;;;;;;;;;
Cheap & Comfy,Fay,Bang Kapi,13.76549,100.64632,Private room,900.0,3.0,0.0,1.0,84.0,2700.0,East Bangkok;;;;;;;;;;;;
Cozy and Convenient Studio Loft near ICONSIAM,Jerawat,Khlong San,13.73035,100.50894,Entire home/apt,1262.0,1.0,19.0,1.0,81.0,1262.0,West Bangkok;;;;;;;;;;;;
CBD 175sqm SUITE Amazing Location + Facilities,Ed,Bang Rak,13.7248,100.53024,Entire home/apt,3983.0,1.0,250.0,12.0,329.0,3983.0,Central Bangkok;;;;;;;;;;;;
Private room in Supalai Ekamai-Thonglor Condo,Pichamon,Vadhana,13.74236,100.58826,Entire home/apt,1500.0,1.0,0.0,1.0,177.0,1500.0,Central Bangkok;;;;;;;;;;;;
81 SQMs/Sukhumvit/pool/gym/selfcheckin/BTS/2BR2BTH,Yimmy,Vadhana,13.74803,100.55735,Entire home/apt,2088.0,3.0,130.0,5.0,124.0,6264.0,Central Bangkok;;;;;;;;;;;;
New and cosy 1Br Thonglor Ekamai,Koranat,Huai Khwang,13.74456,100.58733,Private room,723.0,6.0,9.0,1.0,217.0,4338.0,Central Bangkok;;;;;;;;;;;;
Corner heritage room-2 mins to BTS and pier,Thanwarat,Sathon,13.7179,100.51646,Private room,2000.0,1.0,1.0,4.0,364.0,2000.0,South Bangkok;;;;;;;;;;;;
EasyShopping Pratunam&Fashion Malls,Cheewarat,Ratchathewi,13.75286,100.53801,Private room,1499.0,7.0,0.0,5.0,365.0,10493.0,Central Bangkok;;;;;;;;;;;;
15 minutes to donmoung airport home,Kusalin,Don Mueang,13.95354,100.57672,Entire home/apt,2300.0,1.0,39.0,1.0,176.0,2300.0,North Bangkok;;;;;;;;;;;;
Private Room for family,Som,Phaya Thai,13.77621,100.54304,Private room,1600.0,1.0,0.0,6.0,340.0,1600.0,Central Bangkok;;;;;;;;;;;;
Life65 1 bedroom 4 mins from BTS,Usanee,Vadhana,13.71788,100.58966,Entire home/apt,1385.0,2.0,22.0,1.0,228.0,2770.0,Central Bangkok;;;;;;;;;;;;
Tropical Villa EnSuite 1 BR Super Close-MRTLumpini,Bo-Ther & Paa Maa,Sathon,13.72375,100.54525,Entire home/apt,1200.0,1.0,110.0,5.0,319.0,1200.0,South Bangkok;;;;;;;;;;;;
1 En Suite Studio Apartment in 1960 Villa+ Kitchen,Bo-Ther & Paa Maa,Sathon,13.72324,100.5446,Entire home/apt,1450.0,1.0,27.0,5.0,348.0,1450.0,South Bangkok;;;;;;;;;;;;
3Tropical Villa/Center/Dbl: Super Close MRTLumpini,Bo-Ther & Paa Maa,Sathon,13.72328,100.54539,Private room,1029.0,1.0,152.0,5.0,360.0,1029.0,South Bangkok;;;;;;;;;;;;
Cozy duplex at central pier and sky train,Thanwarat,Sathon,13.71743,100.51493,Private room,2500.0,1.0,0.0,4.0,357.0,2500.0,South Bangkok;;;;;;;;;;;;
215SQM Amazing Location 1minBTS Free WIFI POOL ++,Ed,Bang Rak,13.7248,100.53024,Entire home/apt,3983.0,1.0,160.0,12.0,261.0,3983.0,Central Bangkok;;;;;;;;;;;;
Luxury high-rise condo 2 br 2 baths across BITEC,Julin,Bang Na,13.67302,100.60544,Entire home/apt,1690.0,7.0,45.0,1.0,0.0,11830.0,South Bangkok;;;;;;;;;;;;
SUKHUMVIT Road 15min skytrain BTS,Gift,Pra Wet,13.68969,100.64152,Private room,950.0,1.0,0.0,21.0,365.0,950.0,Central Bangkok;;;;;;;;;;;;
Vanda Home Sweet Home,Vanda,Chatu Chak,13.80492,100.58721,Entire home/apt,1250.0,1.0,0.0,1.0,365.0,1250.0,North Bangkok;;;;;;;;;;;;
Private Dorm for 4 -Siammitr Hostel,Ple,Bang Rak,13.72155,100.52274,Private room,1240.0,1.0,31.0,3.0,358.0,1240.0,Central Bangkok;;;;;;;;;;;;
Little Mango lovely Home (with Love & Breakfast),Phakakul,Khlong Sam Wa,13.88034,100.71966,Private room,1200.0,1.0,17.0,1.0,364.0,1200.0,East Bangkok;;;;;;;;;;;;
Cozy Room Near Skytrain,Tib,Phra Khanong,13.69242,100.61384,Entire home/apt,786.0,1.0,74.0,5.0,171.0,786.0,South Bangkok;;;;;;;;;;;;
Comfort &Cheap 1 Bedroom near BTS,Sawat,Phasi Charoen,13.73807,100.44717,Entire home/apt,850.0,2.0,35.0,1.0,358.0,1700.0,West Bangkok;;;;;;;;;;;;
Convenient location condominium,Nucharee,Suanluang,13.74394,100.6439,Private room,1100.0,4.0,1.0,2.0,365.0,4400.0,South Bangkok;;;;;;;;;;;;
Cozy Studio near Onnuch BTS Station,Kongkom,Khlong Toei,13.70474,100.59267,Entire home/apt,1100.0,1.0,6.0,4.0,365.0,1100.0,Central Bangkok;;;;;;;;;;;;
Bangkok Feliz Lovely 1-bedroom Condo,Darin,Vadhana,13.71718,100.591774,Private room,1000.0,1.0,0.0,1.0,331.0,1000.0,Central Bangkok;;;;;;;;;;;;
COOP Hostel,Coop,Ratchathewi,13.75625,100.53944,Shared room,350.0,1.0,0.0,3.0,181.0,350.0,Central Bangkok;;;;;;;;;;;;
BANGKOK HORIZON RHATCHADA-TAPLA.,ธัญญารัตน์,Thon buri,13.70722,100.48251,Private room,850.0,7.0,1.0,1.0,365.0,5950.0,West Bangkok;;;;;;;;;;;;
Winner Residence,Eakapon,Huai Khwang,13.77829,100.58449,Entire home/apt,1800.0,1.0,0.0,1.0,365.0,1800.0,Central Bangkok;;;;;;;;;;;;
Studio 1bed/sofa by MRT Latprao,Annie,Chatu Chak,13.80472,100.57233,Entire home/apt,900.0,2.0,22.0,5.0,356.0,1800.0,North Bangkok;;;;;;;;;;;;
The Base Rama9 by Sansiri,Prauk,Bang Kapi,13.74793,100.60581,Private room,700.0,7.0,1.0,1.0,362.0,4900.0,East Bangkok;;;;;;;;;;;;
Cozy and huge 1BD Ekamai heart of Bangkok,Danny,Vadhana,13.72988,100.58608,Entire home/apt,950.0,14.0,66.0,3.0,323.0,13300.0,Central Bangkok;;;;;;;;;;;;
Deluxe Room at Coral Grand Place,Coral Grand Place Bangkok,Chatu Chak,13.8261,100.56011,Private room,1200.0,1.0,0.0,2.0,365.0,1200.0,North Bangkok;;;;;;;;;;;;
Superior Room at Coral Grand Place,Coral Grand Place Bangkok,Chatu Chak,13.82657,100.56041,Private room,1000.0,1.0,1.0,2.0,365.0,1000.0,North Bangkok;;;;;;;;;;;;
supalai park srinakarin,Sunisa,Pra Wet,13.6724,100.64596,Private room,2143.0,7.0,0.0,1.0,365.0,15001.0,Central Bangkok;;;;;;;;;;;;
Luxury Apartment near Downtown (Pick-up Service),Pk,Sathon,13.72044,100.53233,Entire home/apt,2250.0,1.0,175.0,8.0,44.0,2250.0,South Bangkok;;;;;;;;;;;;
LPN Park RAMA9-Ratchada Bangkok,Kemintra,Huai Khwang,13.75315,100.57978,Private room,1500.0,1.0,0.0,1.0,365.0,1500.0,Central Bangkok;;;;;;;;;;;;
2 connecting rooms ( family room 4-5 pax),Lek Boonsiri,Vadhana,13.73225,100.59628,Hotel room,2386.0,1.0,7.0,41.0,365.0,2386.0,Central Bangkok;;;;;;;;;;;;
Lovely spacious sunny apartment,Lawrence,Vadhana,13.74456,100.56731,Private room,1700.0,1.0,6.0,1.0,365.0,1700.0,Central Bangkok;;;;;;;;;;;;
GARDEN IN BANGKOK B&B,Suttaporn,Bang Khen,13.85146,100.64635,Entire home/apt,1500.0,1.0,363.0,1.0,328.0,1500.0,North Bangkok;;;;;;;;;;;;
Air Raid Shelter,Kobkul,Phra Nakhon,13.75291,100.50448,Private room,990.0,1.0,113.0,3.0,360.0,990.0,Central Bangkok;;;;;;;;;;;;
Be My Guest Ari,Reiz,Phaya Thai,13.78313,100.54311,Entire home/apt,2171.0,10.0,24.0,1.0,0.0,21710.0,Central Bangkok;;;;;;;;;;;;
Two-stories private flat 10 mins walk to ESCAP,Promboon,Pom Prap Sattru Phai,13.75809,100.51213,Entire home/apt,800.0,1.0,15.0,1.0,255.0,800.0,Central Bangkok;;;;;;;;;;;;
HOTEL CALIFORNIA BANGKOK,Hob,Khlong Toei,13.72844,100.57215,Private room,1000.0,1.0,0.0,1.0,365.0,1000.0,Central Bangkok;;;;;;;;;;;;
Baan Ongkharak b&b Twin Room,Supanda,Dusit,13.78752,100.51905,Private room,1200.0,1.0,2.0,4.0,359.0,1200.0,Central Bangkok;;;;;;;;;;;;
泰国芭提雅,Meilin,Thawi Watthana,13.78151,100.38342,Entire home/apt,2500.0,1.0,0.0,1.0,365.0,2500.0,Outer Western Bangkok;;;;;;;;;;;;
Private room in Apartment for rent.,Plaa,Bang Na,13.68282,100.61409,Private room,1200.0,1.0,0.0,1.0,365.0,1200.0,South Bangkok;;;;;;;;;;;;
Nonsmoker A/C / fast+reliable WIFI / kitchen/quiet,Kannicha,Bang Na,13.6832,100.61557,Private room,346.0,15.0,250.0,7.0,320.0,5190.0,South Bangkok;;;;;;;;;;;;
ELEMENTS SRINAKARIN CONDO,Wipawee,Pra Wet,13.69685,100.64492,Entire home/apt,800.0,2.0,28.0,1.0,302.0,1600.0,Central Bangkok;;;;;;;;;;;;
Lanna Kala boutique resort,Issara,Bang Kapi,13.769,100.6346,Private room,450.0,1.0,2.0,1.0,365.0,450.0,East Bangkok;;;;;;;;;;;;
Amazing Condo - Flawless Sathorn,Chris,Sathon,13.72046,100.5272,Entire home/apt,918.0,14.0,37.0,1.0,323.0,12852.0,South Bangkok;;;;;;;;;;;;
CONDOMINIUM  THE LAKE METRO PARK,Santa,Phasi Charoen,13.7114,100.455,Private room,750.0,14.0,0.0,1.0,341.0,10500.0,West Bangkok;;;;;;;;;;;;
Comfy Studio Room Near BTS,Tib,Phra Khanong,13.69139,100.61481,Entire home/apt,786.0,1.0,112.0,5.0,167.0,786.0,South Bangkok;;;;;;;;;;;;
Fuse Condo for rent in downtown Bkk,Nattapong,Sathon,13.70636,100.53361,Entire home/apt,2200.0,1.0,1.0,1.0,365.0,2200.0,South Bangkok;;;;;;;;;;;;
Cozy Condominium in Bangkok,Manosith,Huai Khwang,13.74336,100.59154,Entire home/apt,3486.0,1.0,1.0,1.0,364.0,3486.0,Central Bangkok;;;;;;;;;;;;
Family Room With Private Bathroom,Bangkok Check Inn,Bang Rak,13.7213,100.51434,Private room,2000.0,1.0,1.0,6.0,330.0,2000.0,Central Bangkok;;;;;;;;;;;;
Private condo at Thonglor 1BR/1Bath/ with BALCONY,Nontaphom,Phra Nakhon,13.75704,100.50069,Private room,900.0,1.0,0.0,2.0,210.0,900.0,Central Bangkok;;;;;;;;;;;;
Siamese Gioia(3Bedrooms)Sukhumvit31,Sawarot,Vadhana,13.74273,100.57293,Entire home/apt,3800.0,1.0,12.0,1.0,150.0,3800.0,Central Bangkok;;;;;;;;;;;;
Entire floor of Thai-Vintage-Art Apartment,Nim,Khlong Toei,13.73407,100.56428,Entire home/apt,2500.0,1.0,6.0,2.0,86.0,2500.0,Central Bangkok;;;;;;;;;;;;
Garden Room Thai1 Suvarnabhumi,Suttinee,Lat Krabang,13.72328,100.72502,Entire home/apt,905.0,1.0,73.0,4.0,334.0,905.0,East Bangkok;;;;;;;;;;;;
Deluxe Family's Boutique Room near Wat Pho,Effie,Phra Nakhon,13.74753,100.49741,Private room,1350.0,1.0,11.0,7.0,333.0,1350.0,Central Bangkok;;;;;;;;;;;;
24 HRS Front desk with Clean Family room in Siam,Hi! We Are The Fifth Residence,Parthum Wan,13.75063,100.52023,Hotel room,1879.0,1.0,10.0,4.0,361.0,1879.0,Central Bangkok;;;;;;;;;;;;
空调独卫标准双人间（中文服务）曼谷树青旅Tree Hostel,Lee,Din Daeng,13.7663,100.56525,Private room,950.0,1.0,1.0,5.0,365.0,950.0,Central Bangkok;;;;;;;;;;;;
Lumpini place Srinakarin-Huamak,Nune,Suanluang,13.73882,100.64489,Private room,1200.0,3.0,1.0,1.0,154.0,3600.0,South Bangkok;;;;;;;;;;;;
24 HRS Front desk with Clean Double room in Siam,Hi! We Are The Fifth Residence,Parthum Wan,13.75063,100.52023,Hotel room,1310.0,1.0,179.0,4.0,360.0,1310.0,Central Bangkok;;;;;;;;;;;;
24HRS Front desk with Clean Twin room in Siam,Hi! We Are The Fifth Residence,Parthum Wan,13.75063,100.52023,Hotel room,1291.0,1.0,21.0,4.0,360.0,1291.0,Central Bangkok;;;;;;;;;;;;
Cozy 1BR 75 sq.m Close to BTS Ratchayotin Station,Chanamas,Chatu Chak,13.82818,100.56943,Entire home/apt,800.0,5.0,19.0,2.0,295.0,4000.0,North Bangkok;;;;;;;;;;;;
Fuse condo,Saowanee,Bangkok Yai,13.7297,100.48497,Private room,2000.0,1.0,0.0,1.0,365.0,2000.0,West Bangkok;;;;;;;;;;;;
Colonial B&B - 1 min from BTS,Thanwarat,Sathon,13.71754,100.51499,Private room,1400.0,1.0,3.0,4.0,363.0,1400.0,South Bangkok;;;;;;;;;;;;
6人间床位一个（中文服务）曼谷树青旅Treehostel,Lee,Din Daeng,13.76447,100.56408,Entire home/apt,363.0,1.0,1.0,5.0,365.0,363.0,Central Bangkok;;;;;;;;;;;;
One bedroom connect to Thonglor BTS,Amy,Khlong Toei,13.72489,100.57646,Entire home/apt,2351.0,2.0,28.0,3.0,181.0,4702.0,Central Bangkok;;;;;;;;;;;;
คอนโดแสนสบาย,Kook,Khlong San,13.72427,100.49804,Private room,1000.0,2.0,0.0,1.0,365.0,2000.0,West Bangkok;;;;;;;;;;;;
BRAND New Sukhumvit Condo Cozy BTS,Ethan,Vadhana,13.71301,100.59995,Entire home/apt,850.0,14.0,33.0,2.0,326.0,11900.0,Central Bangkok;;;;;;;;;;;;
บ้านกลางเมือง สาทร-ราชพฤกษ์,Teerawat,Phasi Charoen,13.72975,100.45738,Private room,1209.0,1.0,0.0,1.0,365.0,1209.0,West Bangkok;;;;;;;;;;;;
Bed in 8 bed Mixed Dorm (Bathroom inside),Pantipa,Ratchathewi,13.75445,100.53226,Private room,2450.0,1.0,53.0,6.0,361.0,2450.0,Central Bangkok;;;;;;;;;;;;
Spacious Apt in City of Angels,Pim,Pra Wet,13.73468,100.65949,Entire home/apt,589.0,1.0,384.0,2.0,46.0,589.0,Central Bangkok;;;;;;;;;;;;
THE NINTH PLACE CONDO SRINAKARIN RD,Johnson,Pra Wet,13.68868,100.64625,Entire home/apt,1385.0,3.0,6.0,1.0,156.0,4155.0,Central Bangkok;;;;;;;;;;;;
Stylish Private House in Tranquil Central Residential Area,Tor,Din Daeng,13.7774,100.56532,Entire home/apt,3800.0,2.0,330.0,3.0,300.0,7600.0,Central Bangkok;;;;;;;;;;;;
Basic Bunk Bed Room near Wat Pho,Effie,Phra Nakhon,13.74855,100.498,Private room,800.0,1.0,8.0,7.0,336.0,800.0,Central Bangkok;;;;;;;;;;;;
舒适空调全下铺7人间（中文服务）曼谷树青旅TreeHostel,Lee,Din Daeng,13.76416,100.56355,Shared room,363.0,1.0,0.0,5.0,365.0,363.0,Central Bangkok;;;;;;;;;;;;
舒适空调下铺7人间（中文服务）曼谷树青旅TreeHostel,Lee,Din Daeng,13.76451,100.56407,Shared room,363.0,1.0,2.0,5.0,365.0,363.0,Central Bangkok;;;;;;;;;;;;
รัณตา,Horatiok,Bang Khun thain,13.65324,100.42879,Private room,500.0,1.0,0.0,1.0,365.0,500.0,Outer Western Bangkok;;;;;;;;;;;;
Stunning Loft in City of Life,Pim,Pra Wet,13.73468,100.65949,Entire home/apt,727.0,1.0,362.0,2.0,74.0,727.0,Central Bangkok;;;;;;;;;;;;
6人间床位一个（中文服务）曼谷树青旅Treehostel,Lee,Din Daeng,13.76644,100.56421,Private room,363.0,1.0,5.0,5.0,365.0,363.0,Central Bangkok;;;;;;;;;;;;
Breezy Condo In The City Close Khlong Pier: I,Max,Vadhana,13.7478,100.55743,Entire home/apt,1200.0,15.0,345.0,36.0,131.0,18000.0,Central Bangkok;;;;;;;;;;;;
DD Hostel - Hollywood Room,Nuttaporn,Phaya Thai,13.76309,100.54356,Private room,1000.0,1.0,1.0,8.0,364.0,1000.0,Central Bangkok;;;;;;;;;;;;
DD Hostel - Chinese Painting Room,Nuttaporn,Phaya Thai,13.76308,100.54357,Private room,750.0,1.0,2.0,8.0,365.0,750.0,Central Bangkok;;;;;;;;;;;;
DD Hostel - Chinese Mirror Room,Nuttaporn,Phaya Thai,13.76308,100.54353,Private room,700.0,1.0,43.0,8.0,364.0,700.0,Central Bangkok;;;;;;;;;;;;
DD Hostel - Sweet Room,Nuttaporn,Phaya Thai,13.76308,100.54359,Private room,700.0,1.0,2.0,8.0,364.0,700.0,Central Bangkok;;;;;;;;;;;;
DD Hostel - Garden 6 Beds Dormitory,Nuttaporn,Phaya Thai,13.76415,100.54457,Shared room,400.0,1.0,0.0,8.0,364.0,400.0,Central Bangkok;;;;;;;;;;;;
DD Hostel - Flag 4 Beds Family Dorm,Nuttaporn,Phaya Thai,13.76308,100.54358,Private room,1200.0,1.0,0.0,8.0,365.0,1200.0,Central Bangkok;;;;;;;;;;;;
DD Hostel - Coke Room,Nuttaporn,Phaya Thai,13.76308,100.54353,Private room,700.0,1.0,26.0,8.0,364.0,700.0,Central Bangkok;;;;;;;;;;;;
DD Hostel - Flower 4Bed Family Dorm,Nuttaporn,Phaya Thai,13.76309,100.54355,Private room,1300.0,1.0,12.0,8.0,364.0,1300.0,Central Bangkok;;;;;;;;;;;;
Nc 1bdr leaving RM balcony. kichan,Sonia,Huai Khwang,13.74413,100.58973,Private room,2424.0,1.0,0.0,1.0,365.0,2424.0,Central Bangkok;;;;;;;;;;;;
vacio suite Executive,Monica,Khlong Toei,13.73499,100.56031,Private room,2450.0,1.0,3.0,2.0,1.0,2450.0,Central Bangkok;;;;;;;;;;;;
vacio suite room,Monica,Khlong Toei,13.73369,100.55996,Private room,3450.0,1.0,0.0,2.0,1.0,3450.0,Central Bangkok;;;;;;;;;;;;
Nakoya Garden,Ekapop,Bang Khen,13.84818,100.62206,Private room,491.0,1.0,1.0,1.0,365.0,491.0,North Bangkok;;;;;;;;;;;;
WIFI Service Apartment in the city,Boss Mansion,Khlong Toei,13.71319,100.58426,Entire home/apt,850.0,1.0,77.0,2.0,356.0,850.0,Central Bangkok;;;;;;;;;;;;
The Key Condominium Pahon34,Kanok N.,Chatu Chak,13.83709,100.57751,Private room,650.0,13.0,3.0,2.0,0.0,8450.0,North Bangkok;;;;;;;;;;;;
Atelier Suites,Atelier,Wang Thong Lang,13.76593,100.62435,Private room,2800.0,3.0,3.0,2.0,180.0,8400.0,East Bangkok;;;;;;;;;;;;
Bunk Bed in Mixed Dormitory For 2,Golden Mountain Hostel,Phra Nakhon,13.75384,100.5051,Shared room,1000.0,1.0,2.0,9.0,330.0,1000.0,Central Bangkok;;;;;;;;;;;;
Bunk Bed in Female Dormitory For 2,Golden Mountain Hostel,Phra Nakhon,13.75365,100.50483,Shared room,1000.0,1.0,1.0,9.0,330.0,1000.0,Central Bangkok;;;;;;;;;;;;
LUX CBD 4 BEDS Suite 1MinBTS FreeWIFI+POOL 175sqm,Ed,Bang Rak,13.72452,100.53065,Entire home/apt,3983.0,1.0,198.0,12.0,294.0,3983.0,Central Bangkok;;;;;;;;;;;;
EXECUTIVE ROOM – STUDIO 27 sq.m,Yair,Pra Wet,13.72439,100.69414,Private room,1235.0,10.0,1.0,8.0,364.0,12350.0,Central Bangkok;;;;;;;;;;;;
2 min to Dinosours Park,Nou,Khlong Toei,13.73216,100.56451,Private room,1400.0,1.0,10.0,3.0,365.0,1400.0,Central Bangkok;;;;;;;;;;;;
4Tropical Villa/Center/Dbl: Super-Close MRTLumpini,Bo-Ther & Paa Maa,Sathon,13.72337,100.54537,Private room,1350.0,1.0,304.0,5.0,356.0,1350.0,South Bangkok;;;;;;;;;;;;
Nice & Clean apartment (612),Orawan,Huai Khwang,13.75434,100.57525,Entire home/apt,1800.0,7.0,22.0,2.0,323.0,12600.0,Central Bangkok;;;;;;;;;;;;
Nice & Clean apartment (610),Orawan,Huai Khwang,13.75428,100.57515,Entire home/apt,1800.0,7.0,15.0,2.0,325.0,12600.0,Central Bangkok;;;;;;;;;;;;
Near BTS condominium,Papaporn,Bang Na,13.68085,100.61161,Private room,1800.0,1.0,0.0,1.0,362.0,1800.0,South Bangkok;;;;;;;;;;;;
Gerati Condominium,Gerati,Huai Khwang,13.77308,100.57508,Private room,800.0,1.0,1.0,1.0,365.0,800.0,Central Bangkok;;;;;;;;;;;;
Cozy room @ heart of Bangkok,Jittavie,Vadhana,13.73757,100.57513,Shared room,1500.0,1.0,0.0,1.0,358.0,1500.0,Central Bangkok;;;;;;;;;;;;
Stylish Room Near BTS,Tib,Phra Khanong,13.69228,100.6139,Entire home/apt,786.0,1.0,69.0,5.0,160.0,786.0,South Bangkok;;;;;;;;;;;;
Relax clean safety traffic convenie,K.,Bang Khen,13.8907,100.60742,Private room,450.0,1.0,9.0,11.0,365.0,450.0,North Bangkok;;;;;;;;;;;;
Matchbox Bangkok Hostel Mixed Dorm1,Matchbox Bangkok Hostel,Vadhana,13.7333,100.56811,Shared room,390.0,1.0,7.0,8.0,365.0,390.0,Central Bangkok;;;;;;;;;;;;
Neat little apartment in great area,Rogier,Khlong Toei,13.72635,100.56033,Entire home/apt,795.0,3.0,108.0,1.0,60.0,2385.0,Central Bangkok;;;;;;;;;;;;
BTS Phayathai Room 6 pp en-suite,Pantipa,Ratchathewi,13.75445,100.53226,Private room,2314.0,1.0,23.0,6.0,350.0,2314.0,Central Bangkok;;;;;;;;;;;;
Room 3 - 2BRs New Relaxing Room for 4ppl ~ BTS Ari,Pim,Phaya Thai,13.77551,100.54438,Entire home/apt,2100.0,1.0,162.0,11.0,136.0,2100.0,Central Bangkok;;;;;;;;;;;;
Clean and accessible.,The Mix Bangkok - Silom,Bang Rak,13.72339,100.51994,Private room,1190.0,1.0,0.0,1.0,365.0,1190.0,Central Bangkok;;;;;;;;;;;;
Superior room without breakfast @Casa Nithra,Casa Nithra,Phra Nakhon,13.76582,100.50095,Private room,3033.0,1.0,2.0,10.0,359.0,3033.0,Central Bangkok;;;;;;;;;;;;
วิลล่า สวย ๆ,Nami,Huai Khwang,13.79297,100.5836,Private room,2800.0,1.0,0.0,1.0,365.0,2800.0,Central Bangkok;;;;;;;;;;;;
บ้านเดี่ยว 2 ชั้น มีโรงจอดรถ 4 ห้องนอน 4 ห้องน้ำ,ธนกฤต,Taling Chan,13.78558,100.43995,Entire home/apt,2500.0,1.0,0.0,1.0,365.0,2500.0,West Bangkok;;;;;;;;;;;;
Air Raid Shelter 3,Kobkul,Phra Nakhon,13.75302,100.50452,Private room,900.0,1.0,163.0,3.0,281.0,900.0,Central Bangkok;;;;;;;;;;;;
Bangkok @ Sukhumvit 101/1 near BTS,Theerachai,Phra Khanong,13.68704,100.63372,Entire home/apt,950.0,1.0,82.0,1.0,355.0,950.0,South Bangkok;;;;;;;;;;;;
Located at downtown & quiet,Arunlak,Bueng Kum,13.77788,100.66093,Entire home/apt,2500.0,2.0,0.0,1.0,88.0,5000.0,East Bangkok;;;;;;;;;;;;
Great apartment in great location,Ruthy,Yan na wa,13.7004,100.53701,Entire home/apt,2944.0,1.0,11.0,1.0,361.0,2944.0,South Bangkok;;;;;;;;;;;;
303 HotDeal!New Relaxing ~ BTS Ari,Pim,Phaya Thai,13.77551,100.54438,Entire home/apt,1050.0,1.0,68.0,11.0,139.0,1050.0,Central Bangkok;;;;;;;;;;;;
เปรมสิริบูติคพาร์คคอนโดมิเนียม,Charnwet,Chatu Chak,13.84018,100.58098,Private room,500.0,3.0,0.0,2.0,302.0,1500.0,North Bangkok;;;;;;;;;;;;
Bed and Butler Hostel-BKK old city,Sharp,Pom Prap Sattru Phai,13.75644,100.50894,Shared room,460.0,1.0,6.0,1.0,180.0,460.0,Central Bangkok;;;;;;;;;;;;
Modern 1 BR apartment - 5 min walk from Nana BTS,Bas,Vadhana,13.74305,100.55265,Entire home/apt,2030.0,1.0,0.0,1.0,86.0,2030.0,Central Bangkok;;;;;;;;;;;;
Pastel stylish 1Brm Condominium.,Bam,Bang Sue,13.82299,100.53145,Entire home/apt,856.0,3.0,0.0,1.0,362.0,2568.0,North Bangkok;;;;;;;;;;;;
Matchbox Bangkok Hostel Lady Dorm 1,Matchbox Bangkok Hostel,Vadhana,13.73394,100.56663,Shared room,390.0,1.0,2.0,8.0,365.0,390.0,Central Bangkok;;;;;;;;;;;;
4 Min to Airport Rail Link,Faizal,Suanluang,13.73704,100.64298,Private room,1000.0,1.0,11.0,2.0,357.0,1000.0,South Bangkok;;;;;;;;;;;;
Matchbox Bangkok Couple Sleep Dorm3,Matchbox Bangkok Hostel,Vadhana,13.73507,100.5666,Shared room,565.0,1.0,1.0,8.0,365.0,565.0,Central Bangkok;;;;;;;;;;;;
Matchbox Bangkok Couple Sleep Dorm4,Matchbox Bangkok Hostel,Vadhana,13.7337,100.56691,Hotel room,565.0,1.0,3.0,8.0,365.0,565.0,Central Bangkok;;;;;;;;;;;;
Super Deal!! 201 Cozy Stay Near BTS Ari,Pim,Phaya Thai,13.77551,100.54438,Entire home/apt,1050.0,1.0,237.0,11.0,136.0,1050.0,Central Bangkok;;;;;;;;;;;;
Apartment @ BTS/Central - Nomad & Getaway friendly,Erik,Parthum Wan,13.7398,100.54102,Entire home/apt,3177.0,2.0,72.0,5.0,74.0,6354.0,Central Bangkok;;;;;;;;;;;;
Ideo mobi sukhumvit near BTS 32 m.,Eye,Phra Khanong,13.69323,100.60703,Private room,1558.0,1.0,4.0,1.0,365.0,1558.0,South Bangkok;;;;;;;;;;;;
Peaceful Room with Pool & Fitness,Ratchathep,Suanluang,13.73379,100.62639,Private room,800.0,1.0,1.0,2.0,365.0,800.0,South Bangkok;;;;;;;;;;;;
LPN Ville Ramintra-Laksi,Jatupon,Bang Khen,13.87123,100.60398,Entire home/apt,1500.0,3.0,0.0,1.0,339.0,4500.0,North Bangkok;;;;;;;;;;;;
Bed in 8 bed Female Dorm (Bathroom inside),Pantipa,Ratchathewi,13.75445,100.53226,Shared room,320.0,1.0,17.0,6.0,0.0,320.0,Central Bangkok;;;;;;;;;;;;
RST Room 561 Floor 24 Building A,Supichet,Suanluang,13.73015,100.64126,Private room,1500.0,3.0,0.0,1.0,365.0,4500.0,South Bangkok;;;;;;;;;;;;
