name;host_name;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;calculated_host_listings_count;availability_365;min_income;area
Fabulous Ground Floor Studio Dasiri Downtown,Dasiri Property,Vadhana,13.74767,100.55976,Entire home/apt,863.0,1.0,29.0,5.0,89.0,863.0,Central Bangkok;;;;;;;;;;;;
Oriental Charm Twin Bed,Riverview,Samphanthawong,13.73328,100.51308,Entire home/apt,1814.0,1.0,0.0,21.0,0.0,1814.0,Central Bangkok;;;;;;;;;;;;
Oriental Charm Double Bed,Riverview,Samphanthawong,13.73328,100.51308,Entire home/apt,1814.0,1.0,0.0,21.0,63.0,1814.0,Central Bangkok;;;;;;;;;;;;
Alcohol disinfects the room.Safety. Rest assured,WM•House,Huai Khwang,13.78343,100.5756,Entire home/apt,590.0,3.0,14.0,6.0,3.0,1770.0,Central Bangkok;;;;;;;;;;;;
Urban Chic Double Bed,Riverview,Samphanthawong,13.73328,100.51308,Entire home/apt,2165.0,1.0,0.0,21.0,0.0,2165.0,Central Bangkok;;;;;;;;;;;;
Sweet Breeze Twin Bed,Riverview,Samphanthawong,13.73328,100.51308,Entire home/apt,3326.0,1.0,0.0,21.0,56.0,3326.0,Central Bangkok;;;;;;;;;;;;
Dragon Move Twin Bed with Balcony,Riverview,Samphanthawong,13.73328,100.51308,Entire home/apt,2282.0,1.0,0.0,21.0,0.0,2282.0,Central Bangkok;;;;;;;;;;;;
Urban Chic Twin Bed,Riverview,Samphanthawong,13.73328,100.51308,Entire home/apt,2165.0,1.0,0.0,21.0,0.0,2165.0,Central Bangkok;;;;;;;;;;;;
City Delight,Riverview,Samphanthawong,13.73328,100.51308,Entire home/apt,1463.0,1.0,0.0,21.0,0.0,1463.0,Central Bangkok;;;;;;;;;;;;
Sweet Breeze Double Bed,Riverview,Samphanthawong,13.73328,100.51308,Entire home/apt,3326.0,1.0,1.0,21.0,64.0,3326.0,Central Bangkok;;;;;;;;;;;;
Dragon Move Double Bed with Windows,Riverview,Samphanthawong,13.73328,100.51308,Entire home/apt,2048.0,1.0,0.0,21.0,0.0,2048.0,Central Bangkok;;;;;;;;;;;;
Dragon Move Double Bed with Balcony,Riverview,Samphanthawong,13.73328,100.51308,Entire home/apt,2282.0,1.0,0.0,21.0,0.0,2282.0,Central Bangkok;;;;;;;;;;;;
Dragon Move Twin Bed with Windows,Riverview,Samphanthawong,13.73328,100.51308,Entire home/apt,2048.0,1.0,0.0,21.0,0.0,2048.0,Central Bangkok;;;;;;;;;;;;
Deluxe Family Room,Napoj,Bang Rak,13.73527,100.51875,Private room,1714.0,3.0,1.0,3.0,362.0,5142.0,Central Bangkok;;;;;;;;;;;;
Grand diamond Suite on 22 Floor,Bee,Ratchathewi,13.75096,100.5375,Private room,2500.0,1.0,0.0,1.0,365.0,2500.0,Central Bangkok;;;;;;;;;;;;
48sqm Maitria Rama9 1BR Fitness Train Night Market,Piya,Huai Khwang,13.75012,100.5795,Entire home/apt,4186.0,1.0,0.0,10.0,273.0,4186.0,Central Bangkok;;;;;;;;;;;;
48sqm Maitria Rama9 1 Bedroom near Piyavete,Piya,Huai Khwang,13.74971,100.57853,Entire home/apt,4186.0,1.0,1.0,10.0,273.0,4186.0,Central Bangkok;;;;;;;;;;;;
River Resort/close to River/ Big room,Supalai,Thon buri,13.70649,100.49595,Entire home/apt,3280.0,1.0,1.0,1.0,176.0,3280.0,West Bangkok;;;;;;;;;;;;
48sqm Maitria Rama9 RCA Train Night Market Rama9,Piya,Huai Khwang,13.75041,100.58043,Entire home/apt,4186.0,1.0,0.0,10.0,273.0,4186.0,Central Bangkok;;;;;;;;;;;;
Close to Rama 9 MRT Station,Supawadee,Din Daeng,13.75945,100.55448,Entire home/apt,3500.0,1.0,0.0,1.0,365.0,3500.0,Central Bangkok;;;;;;;;;;;;
Tang House - Twin Room,Jira,Ratchathewi,13.75852,100.54261,Private room,1200.0,1.0,0.0,3.0,167.0,1200.0,Central Bangkok;;;;;;;;;;;;
Tang House - King Room1,Jira,Ratchathewi,13.75863,100.54254,Private room,1200.0,1.0,8.0,3.0,329.0,1200.0,Central Bangkok;;;;;;;;;;;;
30days! AirportLink Sukhumvit NANA MaxValu 2BR(4P),Noons,Ratchathewi,13.75036,100.55655,Entire home/apt,2527.0,3.0,22.0,99.0,354.0,7581.0,Central Bangkok;;;;;;;;;;;;
P4 Silom Large 2beds full kitchen WIFI 4-6pax,Narn,Bang Rak,13.72312,100.52326,Entire home/apt,1558.0,1.0,10.0,15.0,330.0,1558.0,Central Bangkok;;;;;;;;;;;;
SHA PLUS 免隔离公寓，泰国旅游局批准，爱夜生活，爱逛街人士首选,Pp,Vadhana,13.73697,100.59024,Entire home/apt,2000.0,3.0,2.0,6.0,149.0,6000.0,Central Bangkok;;;;;;;;;;;;
New!  La Chada Night Market studio 2PPL near MRT,Curry,Huai Khwang,13.77148,100.58032,Entire home/apt,1000.0,1.0,16.0,228.0,0.0,1000.0,Central Bangkok;;;;;;;;;;;;
简约名媛风，4人两居套房，市中心，近火车夜市，暹罗广场，四面佛，素坤逸娜娜，近机场线、地铁、天铁站点,Dylan,Ratchathewi,13.75139,100.55296,Entire home/apt,2547.0,1.0,11.0,14.0,0.0,2547.0,Central Bangkok;;;;;;;;;;;;
盛字六号/曼谷豪华别墅/7-11/free wifi/网红夜市/贴心管家/超赞房源/已消毒,Tina,Bueng Kum,13.82786,100.64135,Entire home/apt,4085.0,1.0,3.0,4.0,81.0,4085.0,East Bangkok;;;;;;;;;;;;
HOME179 at BTS/2BR/6ppl/near ICONSIAM 中文,Nuchy,Khlong San,13.7221,100.49623,Entire home/apt,1790.0,3.0,20.0,3.0,119.0,5370.0,West Bangkok;;;;;;;;;;;;
爱泰美,Lulu,Huai Khwang,13.76574,100.58539,Entire home/apt,1393.0,2.0,0.0,1.0,84.0,2786.0,Central Bangkok;;;;;;;;;;;;
Alcohol disinfects the room.Safety. Rest assured,WM•House,Huai Khwang,13.78114,100.57438,Entire home/apt,850.0,1.0,0.0,6.0,76.0,850.0,Central Bangkok;;;;;;;;;;;;
P2 Silom Large 2beds full kitchen WIFI 4-6pax,Narn,Bang Rak,13.72312,100.52326,Entire home/apt,1558.0,1.0,11.0,15.0,331.0,1558.0,Central Bangkok;;;;;;;;;;;;
CBD SPACIOUS 3BR SUITE 1MinBTS FreeWIFI 215 sqm,Ed,Bang Rak,13.72366,100.52942,Entire home/apt,3983.0,1.0,17.0,12.0,223.0,3983.0,Central Bangkok;;;;;;;;;;;;
YakThai Poshtel - Family Room,YakThai,Phra Nakhon,13.7477,100.49878,Private room,2263.0,1.0,1.0,3.0,347.0,2263.0,Central Bangkok;;;;;;;;;;;;
Luxurious Service Apartment,Celadon,Suanluang,13.74081,100.59911,Entire home/apt,4500.0,1.0,0.0,1.0,365.0,4500.0,South Bangkok;;;;;;;;;;;;
Shopping Center /Platinum/CTW/Siam暹罗中心/四面佛/夜市/美食街,Paniss And Penny,Ratchathewi,13.75137,100.53954,Entire home/apt,1480.0,2.0,65.0,10.0,180.0,2960.0,Central Bangkok;;;;;;;;;;;;
Oriental Charm Twin Bed,Riverview,Samphanthawong,13.7343,100.51186,Entire home/apt,2758.0,1.0,0.0,21.0,63.0,2758.0,Central Bangkok;;;;;;;;;;;;
Dragon Move Double Bed with Balcony,Riverview,Samphanthawong,13.7343,100.51186,Entire home/apt,2975.0,1.0,0.0,21.0,52.0,2975.0,Central Bangkok;;;;;;;;;;;;
Dragon Move Twin Bed with Balcony,Riverview,Samphanthawong,13.7343,100.51186,Entire home/apt,2975.0,1.0,0.0,21.0,55.0,2975.0,Central Bangkok;;;;;;;;;;;;
Dragon Move Double Bed with Windows,Riverview,Samphanthawong,13.7343,100.51186,Entire home/apt,2758.0,1.0,0.0,21.0,53.0,2758.0,Central Bangkok;;;;;;;;;;;;
Dragon Move Twin Bed with Windows,Riverview,Samphanthawong,13.7339,100.51202,Entire home/apt,2457.0,1.0,0.0,21.0,0.0,2457.0,Central Bangkok;;;;;;;;;;;;
Solo Voyager's Stay in Nightlife Sukhumvit Bangkok,Tawaree,Bang Rak,13.73113,100.51666,Private room,2000.0,1.0,1.0,10.0,365.0,2000.0,Central Bangkok;;;;;;;;;;;;
Urban Chic Double Bed,Riverview,Samphanthawong,13.7343,100.51186,Entire home/apt,2691.0,1.0,1.0,21.0,65.0,2691.0,Central Bangkok;;;;;;;;;;;;
Urban Chic Twin Bed,Riverview,Samphanthawong,13.7343,100.51186,Entire home/apt,2691.0,1.0,0.0,21.0,61.0,2691.0,Central Bangkok;;;;;;;;;;;;
Family Room,Riverview,Samphanthawong,13.7343,100.51186,Entire home/apt,4279.0,1.0,0.0,21.0,73.0,4279.0,Central Bangkok;;;;;;;;;;;;
The Anonymous Townhouse - The Chiangmai loft,The Anonymous House,Bang Rak,13.72628,100.5193,Entire home/apt,1200.0,3.0,27.0,8.0,113.0,3600.0,Central Bangkok;;;;;;;;;;;;
Superior Room - I Residence Hotel Sathorn,Sawassakorn,Bang Kho laen,13.69415,100.52279,Private room,1500.0,1.0,0.0,9.0,365.0,1500.0,South Bangkok;;;;;;;;;;;;
8/F MRT/BTS 5 mins - Chatuchak Flat with Big Pool,Law,Chatu Chak,13.80961,100.5609,Entire home/apt,1554.0,3.0,13.0,2.0,82.0,4662.0,North Bangkok;;;;;;;;;;;;
City Hideaway- The best townhouse with 3 bed rooms,City Hideaway,Vadhana,13.72133,100.58923,Entire home/apt,916.0,1.0,17.0,5.0,219.0,916.0,Central Bangkok;;;;;;;;;;;;
Backpaker Apartment B201,Ken,Din Daeng,13.79366,100.57218,Private room,550.0,1.0,4.0,10.0,363.0,550.0,Central Bangkok;;;;;;;;;;;;
Backpacker Apartment 11,Ken,Din Daeng,13.79512,100.57141,Private room,550.0,1.0,11.0,10.0,363.0,550.0,Central Bangkok;;;;;;;;;;;;
Backpacker hostel3,Ken,Din Daeng,13.79331,100.5701,Private room,550.0,1.0,0.0,10.0,365.0,550.0,Central Bangkok;;;;;;;;;;;;
Studio @Nidhra Residence near DMK airport,Panupan,Sai Mai,13.94029,100.62479,Entire home/apt,879.0,1.0,0.0,2.0,180.0,879.0,North Bangkok;;;;;;;;;;;;
B Relax place,พี่บอมส์,Thung khru,13.64841,100.51067,Private room,500.0,1.0,0.0,1.0,180.0,500.0,West Bangkok;;;;;;;;;;;;
Rooftop pool gym luxury bathtube mirror 1BR @BTS,Xu,Khlong Toei,13.725107,100.565926,Entire home/apt,2276.0,1.0,40.0,24.0,219.0,2276.0,Central Bangkok;;;;;;;;;;;;
THE COZY LIFESTYLE@ASOKE 1 BR,Eva,Khlong Toei,13.73866,100.55812,Entire home/apt,2271.0,2.0,26.0,44.0,73.0,4542.0,Central Bangkok;;;;;;;;;;;;
K--2BD Only 5 Min walk BTS Onnut  Wifi Washmachine,Kangaroo,Vadhana,13.70529,100.60283,Entire home/apt,1699.0,1.0,1.0,16.0,55.0,1699.0,Central Bangkok;;;;;;;;;;;;
Private Twin studio with balcony + Coworking,Lita,Din Daeng,13.75714,100.56422,Private room,1529.0,1.0,0.0,4.0,55.0,1529.0,Central Bangkok;;;;;;;;;;;;
Deluxe Room - I Residence Hotel Sathorn,Sawassakorn,Bang Kho laen,13.6952,100.52287,Private room,1700.0,1.0,0.0,9.0,180.0,1700.0,South Bangkok;;;;;;;;;;;;
Suvarnaphomi Guest house,Tawat,Lat Krabang,13.75853,100.79405,Private room,693.0,1.0,0.0,1.0,179.0,693.0,East Bangkok;;;;;;;;;;;;
Ideo Sathon Thapra,Prang,Thon buri,13.71281,100.48228,Private room,896.0,7.0,0.0,1.0,361.0,6272.0,West Bangkok;;;;;;;;;;;;
MOJO HOUSE & WALLFLOWER ROOM (Double Room),Donlada,Phra Nakhon,13.75419,100.49963,Private room,1350.0,1.0,14.0,2.0,318.0,1350.0,Central Bangkok;;;;;;;;;;;;
Lovely flat close to Airport Link Station,Lalana,Suanluang,13.74488,100.60367,Entire home/apt,890.0,1.0,115.0,2.0,116.0,890.0,South Bangkok;;;;;;;;;;;;
New!  La Chada Night Market studio 2PPL near MRT,Curry,Huai Khwang,13.77317,100.57928,Entire home/apt,1000.0,1.0,3.0,228.0,0.0,1000.0,Central Bangkok;;;;;;;;;;;;
Nice Room Full Furnished 1 step from MRT Bangson,Patiphat,Bang Sue,13.81832,100.53316,Entire home/apt,1321.0,4.0,0.0,1.0,173.0,5284.0,North Bangkok;;;;;;;;;;;;
Guest house Thai village,Nalid,Huai Khwang,13.74887,100.58269,Entire home/apt,3500.0,2.0,1.0,1.0,160.0,7000.0,Central Bangkok;;;;;;;;;;;;
MOJO HOUSE & BLUE JAY WAY ROOM (Double Room),Donlada,Phra Nakhon,13.75498,100.49746,Private room,1310.0,1.0,60.0,2.0,296.0,1310.0,Central Bangkok;;;;;;;;;;;;
Ekamai BTS clean and new  condo 5 mins to Thonglor,Lily,Khlong Toei,13.71513,100.58248,Entire home/apt,652.0,1.0,27.0,2.0,289.0,652.0,Central Bangkok;;;;;;;;;;;;
BTS / monthly / Sathorn / POOL,Ohm Jirarot,Sathon,13.71033,100.5193,Entire home/apt,1214.0,15.0,3.0,3.0,139.0,18210.0,South Bangkok;;;;;;;;;;;;
Vovage Condo-hostel,Sutima,Huai Khwang,13.754,100.57685,Shared room,777.0,1.0,0.0,1.0,181.0,777.0,Central Bangkok;;;;;;;;;;;;
PomPomHome(DuplexRoom),Chaichan,Bang Na,13.66507,100.62401,Private room,1500.0,1.0,0.0,8.0,322.0,1500.0,South Bangkok;;;;;;;;;;;;
Deluxe 2 single bed,Churaiporn,Bang Rak,13.73473,100.52233,Private room,2100.0,1.0,1.0,2.0,352.0,2100.0,Central Bangkok;;;;;;;;;;;;
全新兩房一客廳，兩廁所廚房冷氣具備。靠近快速公路，在曼谷市中心離機場20分鐘。旁邊有百貨公司以及夜市,Rapeepong,Lat Phrao,13.82961,100.62013,Entire home/apt,3000.0,2.0,2.0,2.0,364.0,6000.0,East Bangkok;;;;;;;;;;;;
Cozy living,Wisarut,Phaya Thai,13.78799,100.54454,Entire home/apt,1299.0,3.0,3.0,1.0,178.0,3897.0,Central Bangkok;;;;;;;;;;;;
F04暹罗中心四面佛/水门市场/37F pool/五星级私人电梯/3mins to BTS/中文服务,Cindy,Parthum Wan,13.74739,100.53322,Entire home/apt,2000.0,3.0,13.0,2.0,0.0,6000.0,Central Bangkok;;;;;;;;;;;;
Private fan room with local family,Khwanjai,Bangkok Noi,13.75421,100.47077,Private room,300.0,1.0,1.0,1.0,227.0,300.0,West Bangkok;;;;;;;;;;;;
★Spacious room 55 sq.m.★ 『Central BKK/Nana BTS』,Lalida,Khlong Toei,13.73982,100.55387,Entire home/apt,1085.0,1.0,6.0,1.0,149.0,1085.0,Central Bangkok;;;;;;;;;;;;
Entire Townhouse near Grand Palace & Kao Saan Road,Ratcharee,Bang Phlat,13.78431,100.4745,Entire home/apt,4563.0,2.0,41.0,1.0,96.0,9126.0,West Bangkok;;;;;;;;;;;;
Central & cozy corner studio steps from Asoke BTS,Saran,Khlong Toei,13.73801,100.55876,Private room,3536.0,1.0,10.0,2.0,103.0,3536.0,Central Bangkok;;;;;;;;;;;;
Private B&B - ⭐15 min to ASOKE/PHROMPHONG skytrain,Khun Mon,Vadhana,13.74123,100.56692,Private room,1100.0,1.0,0.0,1.0,178.0,1100.0,Central Bangkok;;;;;;;;;;;;
52楼曼谷360度夜景抖音IG网红高级公寓/MRT/火车夜市/Asoke暹罗广场/康民医院,Teik Sing,Ratchathewi,13.74927,100.55567,Entire home/apt,3999.0,1.0,1.0,1.0,364.0,3999.0,Central Bangkok;;;;;;;;;;;;
A Charming Cozy 1-Bedroom with An Ozone Atmosphere,Churaiporn,Parthum Wan,13.73653,100.5238,Private room,2400.0,1.0,0.0,2.0,362.0,2400.0,Central Bangkok;;;;;;;;;;;;
City Center of Victory Monument home stay,Natchanan,Phaya Thai,13.76927,100.5389,Private room,450.0,1.0,0.0,1.0,365.0,450.0,Central Bangkok;;;;;;;;;;;;
Cozy Villa Hotel Bangkok,Ayman,Ratchathewi,13.75562,100.54064,Private room,820.0,1.0,6.0,2.0,361.0,820.0,Central Bangkok;;;;;;;;;;;;
Peony House Bangkok near grand palace,Thanya,Phra Nakhon,13.74763,100.50146,Entire home/apt,1839.0,1.0,40.0,2.0,294.0,1839.0,Central Bangkok;;;;;;;;;;;;
1 Bedroom near Subway and skytrain BANGKOK,Pk,Chatu Chak,13.80883,100.56627,Entire home/apt,2217.0,4.0,16.0,8.0,131.0,8868.0,North Bangkok;;;;;;;;;;;;
D condo Ramkhamhaeng,Pymchanok,Wang Thong Lang,13.75209,100.60467,Private room,1000.0,2.0,2.0,1.0,210.0,2000.0,East Bangkok;;;;;;;;;;;;
近EKKAMAI BTS/贵妇商圈 /coffee shop/brunch集合区7/11便利店,Cora,Khlong Toei,13.71675,100.56934,Entire home/apt,995.0,3.0,2.0,26.0,328.0,2985.0,Central Bangkok;;;;;;;;;;;;
NiceApartmnt nearBTS Bangkok RiverView FreeSeafood,Krissana,Sathon,13.71556,100.51456,Entire home/apt,2200.0,1.0,0.0,3.0,251.0,2200.0,South Bangkok;;;;;;;;;;;;
New Charming XL Studio in the heart of Bangkok,Fanfan,Vadhana,13.73869,100.56517,Entire home/apt,2500.0,1.0,86.0,1.0,108.0,2500.0,Central Bangkok;;;;;;;;;;;;
RFG Siamese Nanglinchee  (Two Bedroom) 207,Siamese Nanglinchee,Yan na wa,13.70145,100.54436,Private room,2400.0,1.0,0.0,2.0,362.0,2400.0,South Bangkok;;;;;;;;;;;;
Brassa room 8133,Thanathorn,Wang Thong Lang,13.76431,100.62187,Private room,762.0,1.0,0.0,3.0,179.0,762.0,East Bangkok;;;;;;;;;;;;
Lady Room 4 Bed with Shared Bathroom,Krit,Phra Nakhon,13.75873,100.49882,Shared room,320.0,1.0,0.0,4.0,179.0,320.0,Central Bangkok;;;;;;;;;;;;
Standard Room 10 Bed With Shared Bathroom,Krit,Phra Nakhon,13.75938,100.49829,Shared room,304.0,1.0,1.0,4.0,271.0,304.0,Central Bangkok;;;;;;;;;;;;
Jintana Residence @Ari 08,Phisit,Phaya Thai,13.77553,100.5325,Private room,678.0,1.0,14.0,11.0,57.0,678.0,Central Bangkok;;;;;;;;;;;;
World Famous View! Luxurious 5⭐ Boat/Train/Markets,Joyce,Bang Rak,13.72024,100.51653,Entire home/apt,3857.0,2.0,159.0,8.0,184.0,7714.0,Central Bangkok;;;;;;;;;;;;
Townhomes for Families,Nitid,Suanluang,13.72197,100.62804,Entire home/apt,4500.0,2.0,0.0,1.0,90.0,9000.0,South Bangkok;;;;;;;;;;;;
เสรีสุข อพาร์ทเมนท์,นนท์,Suanluang,13.71152,100.63389,Private room,450.0,1.0,0.0,1.0,178.0,450.0,South Bangkok;;;;;;;;;;;;
Silom Studio near Skytrain w/ Gym and Huge Pool,Korawat,Bang Rak,13.72515,100.53153,Entire home/apt,1160.0,1.0,6.0,1.0,269.0,1160.0,Central Bangkok;;;;;;;;;;;;
Shakira Hostel Deluxe Double Room Bangkok,Patpimol,Suanluang,13.71309,100.64243,Private room,680.0,1.0,0.0,2.0,365.0,680.0,South Bangkok;;;;;;;;;;;;
Pets Friendly room,Somsak,Khlong San,13.72115,100.50818,Private room,1000.0,2.0,2.0,10.0,365.0,2000.0,West Bangkok;;;;;;;;;;;;
พัชรพลอพาร์ทเม้นท์,สมศักดิ์,Chatu Chak,13.81368,100.58333,Private room,2200.0,1.0,0.0,1.0,365.0,2200.0,North Bangkok;;;;;;;;;;;;
New!  La Chada Night Market studio 2PPL near MRT,Curry,Huai Khwang,13.76538,100.58617,Entire home/apt,1000.0,1.0,8.0,228.0,0.0,1000.0,Central Bangkok;;;;;;;;;;;;
New!Near The Grand Palace/ASOK Station/Bankok,Curry,Khlong Toei,13.73565,100.55738,Entire home/apt,2343.0,1.0,27.0,228.0,356.0,2343.0,Central Bangkok;;;;;;;;;;;;
Affordable Stay within Nightlife Sukhumvit Bangkok,Tawaree,Bang Rak,13.73113,100.51666,Private room,2050.0,1.0,1.0,10.0,365.0,2050.0,Central Bangkok;;;;;;;;;;;;
Cozy1BR/5 min to Airport Link/near Ekamai/Thonglor,Rangsinee,Bang Kapi,13.74673,100.60603,Entire home/apt,820.0,7.0,2.0,1.0,0.0,5740.0,East Bangkok;;;;;;;;;;;;
Nice room near Airport link easy to explore BKK!,Kamolphop,Bang Kapi,13.74778,100.60652,Entire home/apt,999.0,1.0,1.0,1.0,355.0,999.0,East Bangkok;;;;;;;;;;;;
Anan​ apartment,Aphiradhi,Huai Khwang,13.77216,100.57713,Entire home/apt,500.0,1.0,0.0,1.0,181.0,500.0,Central Bangkok;;;;;;;;;;;;
N.105 l 39 SQM studio suite next to Novotel Hotel,Pooh,Khlong Toei,13.74129,100.55309,Entire home/apt,1400.0,1.0,48.0,3.0,318.0,1400.0,Central Bangkok;;;;;;;;;;;;
SuperHost Studio Sukhumvit BTS Nana 5min 200M Wifi,Rekha,Khlong Toei,13.73681,100.55233,Entire home/apt,2986.0,1.0,19.0,3.0,319.0,2986.0,Central Bangkok;;;;;;;;;;;;
P1 Silom Pan large room full kitchen WIFI 4-6pax,Narn,Bang Rak,13.72312,100.52326,Entire home/apt,1385.0,1.0,6.0,15.0,255.0,1385.0,Central Bangkok;;;;;;;;;;;;
Peaceful Apart. | City View | Thonglor BTS | Wifi,Saei,Vadhana,13.74225,100.58622,Entire home/apt,2000.0,2.0,1.0,1.0,178.0,4000.0,Central Bangkok;;;;;;;;;;;;
New Condo+BTS S9+Nice View+Shopping mall+gym+pool,Isabelle,Thon buri,13.71795,100.48628,Entire home/apt,860.0,7.0,1.0,1.0,0.0,6020.0,West Bangkok;;;;;;;;;;;;
Amenities you deserve and lease rates you'll love.,Cielo,Vadhana,13.73625,100.60022,Entire home/apt,699.0,2.0,1.0,1.0,363.0,1398.0,Central Bangkok;;;;;;;;;;;;
30days! Sukhumvit NANA spacious 1BR  near BTS ARL,Curry,Ratchathewi,13.75086,100.55424,Entire home/apt,1466.0,3.0,40.0,228.0,353.0,4398.0,Central Bangkok;;;;;;;;;;;;
Sukhumvit 39/ Large room/Central of Bkk,Somying,Vadhana,13.74264,100.57452,Entire home/apt,3300.0,15.0,0.0,1.0,89.0,49500.0,Central Bangkok;;;;;;;;;;;;
Simple and Easy - No cleaning fees surcharge,Kk,Phra Khanong,13.69829,100.60633,Entire home/apt,887.0,1.0,0.0,1.0,179.0,887.0,South Bangkok;;;;;;;;;;;;
C03 学院风浓郁、跨文化风格公寓/Multicultural&Relaxing condo,Erica,Khlong Toei,13.7183,100.56945,Private room,990.0,3.0,3.0,27.0,323.0,2970.0,Central Bangkok;;;;;;;;;;;;
Double DD House,Mingkamol,Din Daeng,13.78731,100.57386,Private room,750.0,1.0,0.0,1.0,180.0,750.0,Central Bangkok;;;;;;;;;;;;
Charming loft room for 2 in Ari/BKK view rooftop,Mallika,Phaya Thai,13.77428,100.53369,Private room,1214.0,1.0,1.0,12.0,148.0,1214.0,Central Bangkok;;;;;;;;;;;;
New!  La Chada Night Market studio 2PPL near MRT,Curry,Huai Khwang,13.77105,100.58028,Entire home/apt,1000.0,1.0,9.0,228.0,0.0,1000.0,Central Bangkok;;;;;;;;;;;;
★Cozy Studio★BTS Asok/MRT Sukhumvit/Terminal 21★,Ludoping,Khlong Toei,13.73482,100.55731,Entire home/apt,1591.0,5.0,22.0,56.0,154.0,7955.0,Central Bangkok;;;;;;;;;;;;
บ้านกลางเมือง เดอะปารีส,Chantima,Bang Kapi,13.7526,100.65364,Entire home/apt,2390.0,3.0,0.0,1.0,178.0,7170.0,East Bangkok;;;;;;;;;;;;
VK mansion (5 minute walk to MRT) 1,Voravich,Din Daeng,13.76842,100.56798,Private room,650.0,1.0,1.0,2.0,365.0,650.0,Central Bangkok;;;;;;;;;;;;
Entire House for 10 ★Siam/Pratunam★2 mins to BTS,Aim,Ratchathewi,13.75643,100.53185,Entire home/apt,3750.0,2.0,78.0,4.0,324.0,7500.0,Central Bangkok;;;;;;;;;;;;
Centric Scene,ธีรศักดิ์,Bang Sue,13.829,100.53215,Private room,1385.0,1.0,0.0,4.0,179.0,1385.0,North Bangkok;;;;;;;;;;;;
Stylish Pool & Garden view apartment  +airport,Krittiya,Bang Na,13.66121,100.65057,Entire home/apt,900.0,3.0,5.0,13.0,134.0,2700.0,South Bangkok;;;;;;;;;;;;
Nice Triple Room near BTS SaphanKwai and JJ Market,Arbtip,Phaya Thai,13.79097,100.55241,Private room,1000.0,1.0,1.0,4.0,364.0,1000.0,Central Bangkok;;;;;;;;;;;;
30days!  Sukhumvit NANA spacious 1BR 2PPL near BTS,Curry,Ratchathewi,13.7503,100.55425,Entire home/apt,1466.0,3.0,15.0,228.0,361.0,4398.0,Central Bangkok;;;;;;;;;;;;
LoveBangkok民宿 市中心Silom高级公寓 双轻轨/地铁旁（全套乳胶寝具）,Xu,Bang Rak,13.72714,100.52926,Entire home/apt,1172.0,1.0,6.0,4.0,0.0,1172.0,Central Bangkok;;;;;;;;;;;;
New!  La Chada Night Market studio 2PPL near MRT,Curry,Huai Khwang,13.77161,100.5785,Entire home/apt,1000.0,1.0,16.0,228.0,0.0,1000.0,Central Bangkok;;;;;;;;;;;;
delightful tiny house 3 bedroom with free wifi.,Chanyika & Tang Mo,Bang Phlat,13.77638,100.49647,Private room,2000.0,1.0,1.0,3.0,349.0,2000.0,West Bangkok;;;;;;;;;;;;
Newly Renovated Peaceful 1 BR• Near BTS Ari,Kanomping,Phaya Thai,13.78395,100.54754,Entire home/apt,1569.0,1.0,10.0,11.0,312.0,1569.0,Central Bangkok;;;;;;;;;;;;
Huafeng•Mar.03/bangkok city/loft /swiming pool,Hana,Sathon,13.71035,100.52103,Entire home/apt,1500.0,1.0,29.0,29.0,355.0,1500.0,South Bangkok;;;;;;;;;;;;
Kory Place,Ko Teerasak,Suanluang,13.74278,100.63241,Private room,1628.0,1.0,0.0,7.0,365.0,1628.0,South Bangkok;;;;;;;;;;;;
5 Stars View 2nd - 1 Bedroom +living room +balcony,Nantarat,Bang Phlat,13.78189,100.49948,Entire home/apt,2000.0,2.0,14.0,2.0,162.0,4000.0,West Bangkok;;;;;;;;;;;;
Private Room With Window,Rabbitat Hostel,Ratchathewi,13.75453,100.53295,Private room,800.0,1.0,1.0,5.0,365.0,800.0,Central Bangkok;;;;;;;;;;;;
花逢Hua Feng JAN.19/ Bangkok city loft/For2-4people,Hana,Sathon,13.71098,100.52036,Entire home/apt,1757.0,1.0,40.0,29.0,345.0,1757.0,South Bangkok;;;;;;;;;;;;
1Bed+1Living rm. Spacious BTS Ratchadamri Station,Sirichol,Parthum Wan,13.7343,100.54221,Entire home/apt,2090.0,14.0,12.0,7.0,112.0,29260.0,Central Bangkok;;;;;;;;;;;;
Superior Room - I Residence Hotel Sathorn,Sawassakorn,Sathon,13.72254,100.53693,Private room,1500.0,1.0,0.0,9.0,365.0,1500.0,South Bangkok;;;;;;;;;;;;
Love​ly​ ​Room​,Ratchadaporn,Rat Burana,13.67618,100.51988,Entire home/apt,1200.0,2.0,1.0,1.0,312.0,2400.0,South Bangkok;;;;;;;;;;;;
New!  La Chada Night Market 1BR 2PPL near MRT,Curry,Huai Khwang,13.77198,100.57848,Entire home/apt,1057.0,1.0,7.0,228.0,0.0,1057.0,Central Bangkok;;;;;;;;;;;;
New!  La Chada Night Market studio 2PPL near MRT,Curry,Huai Khwang,13.77159,100.58038,Entire home/apt,1000.0,1.0,9.0,228.0,0.0,1000.0,Central Bangkok;;;;;;;;;;;;
